state,model,year,tas_degree
Arizona,EC-Earth3,2064,17.796228804411733
Arizona,EC-Earth3,2065,17.753974038583284
Arizona,EC-Earth3,2066,17.81819838771116
Arizona,EC-Earth3,2067,18.000739917048723
Arizona,EC-Earth3,2068,18.03922007525411
Arizona,EC-Earth3,2069,17.97670453389488
Arizona,EC-Earth3,2070,18.02935586858681
Arizona,EC-Earth3,2071,18.09951920685947
Arizona,EC-Earth3,2072,18.147062803197812
Arizona,EC-Earth3,2073,18.241117837693977
Arizona,EC-Earth3,2074,18.280290045561635
Arizona,EC-Earth3,2075,18.23435639275447
Arizona,EC-Earth3,2076,18.183732428374135
Arizona,EC-Earth3,2077,18.227103134437865
Arizona,EC-Earth3,2078,18.32283596462676
Arizona,EC-Earth3,2079,18.343853886922226
Arizona,EC-Earth3,2080,18.346602023089396
Arizona,EC-Earth3,2081,18.446609009636795
Arizona,EC-Earth3,2082,18.398768643979697
Arizona,EC-Earth3,2083,18.352064846180127
Arizona,EC-Earth3,2084,18.424057720325635
Arizona,EC-Earth3,2085,18.677255390308545
Arizona,EC-Earth3,2086,18.411056560940235
Arizona,EC-Earth3,2087,18.41482279742208
Arizona,EC-Earth3,2088,18.47565390268964
Arizona,EC-Earth3,2089,18.73167031606041
Arizona,EC-Earth3,2090,18.74378561796968
Arizona,EC-Earth3,2091,18.59406839300087
Arizona,EC-Earth3,2092,18.76706141719114
Arizona,EC-Earth3,2093,18.874347022727708
Arizona,EC-Earth3,2094,18.808904301678716
Arizona,EC-Earth3,2095,18.868057399325924
Arizona,EC-Earth3,2096,18.7672905109547
Arizona,EC-Earth3,2097,18.92408142089846
Arizona,EC-Earth3,2098,18.72063100602894
Arizona,EC-Earth3,2099,18.812376841792375
Arizona,EC-Earth3,2100,18.811126468799756
Arizona,GFDL-ESM4,2015,15.3929873996311
Arizona,GFDL-ESM4,2016,15.066631571451843
Arizona,GFDL-ESM4,2017,15.23848792182077
Arizona,GFDL-ESM4,2018,14.613670179579016
Arizona,GFDL-ESM4,2019,15.239510260687958
Arizona,GFDL-ESM4,2020,15.53976253933379
Arizona,GFDL-ESM4,2021,15.089109463161916
Arizona,GFDL-ESM4,2022,15.394819302029102
Arizona,GFDL-ESM4,2023,15.16976742214629
Arizona,GFDL-ESM4,2024,14.913025580512176
Arizona,GFDL-ESM4,2025,15.310974799262176
Arizona,GFDL-ESM4,2026,15.771861436631967
Arizona,GFDL-ESM4,2027,15.620876566569033
Arizona,GFDL-ESM4,2028,15.35737253824872
Arizona,GFDL-ESM4,2029,15.719845072428408
Arizona,GFDL-ESM4,2030,15.700964864095075
Arizona,GFDL-ESM4,2031,16.09765777587893
Arizona,GFDL-ESM4,2032,15.743450419108097
Arizona,GFDL-ESM4,2033,15.420198906792557
Arizona,GFDL-ESM4,2034,15.416582573784744
Arizona,GFDL-ESM4,2035,15.303447977701843
Arizona,GFDL-ESM4,2036,15.8030461629232
Arizona,GFDL-ESM4,2037,15.338752577039951
Arizona,GFDL-ESM4,2038,15.13517998589412
Arizona,GFDL-ESM4,2039,15.622660149468338
Arizona,GFDL-ESM4,2040,16.19763844807945
Arizona,GFDL-ESM4,2041,15.417390441894554
Arizona,GFDL-ESM4,2042,16.036750623914955
Arizona,GFDL-ESM4,2043,15.705032179090734
Arizona,GFDL-ESM4,2044,15.750503370496984
Arizona,GFDL-ESM4,2045,15.55623016357424
Arizona,GFDL-ESM4,2046,15.874436950683616
Arizona,GFDL-ESM4,2047,16.244163343641517
Arizona,GFDL-ESM4,2048,15.64268731011287
Arizona,GFDL-ESM4,2049,15.438819715711828
Arizona,GFDL-ESM4,2050,15.711328125000025
Arizona,GFDL-ESM4,2051,16.322920735677105
Arizona,GFDL-ESM4,2052,16.218633694118946
Arizona,GFDL-ESM4,2053,15.866188727484833
Arizona,GFDL-ESM4,2054,16.77921278211808
Arizona,GFDL-ESM4,2055,16.183634270562088
Arizona,GFDL-ESM4,2056,15.79120788574221
Arizona,GFDL-ESM4,2057,16.740998840332054
Arizona,GFDL-ESM4,2058,16.427457004123287
Arizona,GFDL-ESM4,2059,16.449522908528667
Arizona,GFDL-ESM4,2060,16.11828850640193
Arizona,GFDL-ESM4,2061,16.324029541015648
Arizona,GFDL-ESM4,2062,16.32503577338327
Arizona,GFDL-ESM4,2063,16.256401740180145
Arizona,GFDL-ESM4,2064,16.39300011528865
Arizona,GFDL-ESM4,2065,16.495803663465736
Arizona,GFDL-ESM4,2066,16.31940104166669
Arizona,GFDL-ESM4,2067,16.385806443956184
Arizona,GFDL-ESM4,2068,15.713088819715734
Arizona,GFDL-ESM4,2069,16.19085845947268
Arizona,GFDL-ESM4,2070,16.65061679416235
Arizona,GFDL-ESM4,2071,16.443189663357227
Arizona,GFDL-ESM4,2072,16.0035101996528
Arizona,GFDL-ESM4,2073,16.739155069987003
Arizona,GFDL-ESM4,2074,16.67317352294924
Arizona,GFDL-ESM4,2075,16.379338412814693
Arizona,GFDL-ESM4,2076,16.717346021864174
Arizona,GFDL-ESM4,2077,16.163123067220074
Arizona,GFDL-ESM4,2078,16.67256995307077
Arizona,GFDL-ESM4,2079,17.015122138129364
Arizona,GFDL-ESM4,2080,17.304130384657142
Arizona,GFDL-ESM4,2081,16.734426540798633
Arizona,GFDL-ESM4,2082,16.593394639756966
Arizona,GFDL-ESM4,2083,16.343284437391517
Arizona,GFDL-ESM4,2084,16.787943352593338
Arizona,GFDL-ESM4,2085,16.297205437554275
Arizona,GFDL-ESM4,2086,16.70828230116105
Arizona,GFDL-ESM4,2087,17.31269226074221
Arizona,GFDL-ESM4,2088,16.57663455539282
Arizona,GFDL-ESM4,2089,17.137505255805145
Arizona,GFDL-ESM4,2090,16.615894571940128
Arizona,GFDL-ESM4,2091,16.549688381618946
Arizona,GFDL-ESM4,2092,16.76572231716582
Arizona,GFDL-ESM4,2093,16.7424009535048
Arizona,GFDL-ESM4,2094,16.775069173177105
Arizona,GFDL-ESM4,2095,16.388792928059917
Arizona,GFDL-ESM4,2096,16.83574405246313
Arizona,GFDL-ESM4,2097,16.725511169433616
Arizona,GFDL-ESM4,2098,17.005171712239605
Arizona,GFDL-ESM4,2099,17.052713860405838
Arizona,GFDL-ESM4,2100,17.102612643771725
Arizona,GISS-E2-1-G,2015,12.952705044216602
Arizona,GISS-E2-1-G,2016,12.765573628743512
Arizona,GISS-E2-1-G,2017,13.21807539198136
Arizona,GISS-E2-1-G,2018,13.08849792480471
Arizona,GISS-E2-1-G,2019,13.142459275987436
Arizona,GISS-E2-1-G,2020,13.19325398763023
Arizona,GISS-E2-1-G,2021,13.289656372070334
Arizona,GISS-E2-1-G,2022,13.543963114420595
Arizona,GISS-E2-1-G,2023,13.755854085286485
Arizona,GISS-E2-1-G,2024,13.741682434082056
Arizona,GISS-E2-1-G,2025,13.195902845594642
Arizona,GISS-E2-1-G,2026,13.45958421495228
Arizona,GISS-E2-1-G,2027,13.832251485188824
Arizona,GISS-E2-1-G,2028,13.649176025390648
Arizona,GISS-E2-1-G,2029,13.32171817355688
Arizona,GISS-E2-1-G,2030,13.270135667589
Arizona,GISS-E2-1-G,2031,13.661192321777367
Arizona,GISS-E2-1-G,2032,13.744845072428408
Arizona,GISS-E2-1-G,2033,13.634953986273894
Arizona,GISS-E2-1-G,2034,13.84851243760853
Arizona,GISS-E2-1-G,2035,13.776656765408008
Arizona,GISS-E2-1-G,2036,14.097697448730491
Arizona,GISS-E2-1-G,2037,13.852993604871983
Arizona,GISS-E2-1-G,2038,13.72162289089629
Arizona,GISS-E2-1-G,2039,14.13134477403431
Arizona,GISS-E2-1-G,2040,14.029162767198374
Arizona,GISS-E2-1-G,2041,14.201834615071638
Arizona,GISS-E2-1-G,2042,13.81946936713327
Arizona,GISS-E2-1-G,2043,14.059282938639344
Arizona,GISS-E2-1-G,2044,13.94621497260202
Arizona,GISS-E2-1-G,2045,14.177213202582488
Arizona,GISS-E2-1-G,2046,14.3544625176324
Arizona,GISS-E2-1-G,2047,14.117658827039952
Arizona,GISS-E2-1-G,2048,13.97309536404082
Arizona,GISS-E2-1-G,2049,14.505583699544294
Arizona,GISS-E2-1-G,2050,14.518452114529104
Arizona,GISS-E2-1-G,2051,14.489863586425804
Arizona,GISS-E2-1-G,2052,14.05833197699655
Arizona,GISS-E2-1-G,2053,14.230325656467036
Arizona,GISS-E2-1-G,2054,14.634648471408443
Arizona,GISS-E2-1-G,2055,14.232597351074242
Arizona,GISS-E2-1-G,2056,14.272632175021725
Arizona,GISS-E2-1-G,2057,14.400919935438392
Arizona,GISS-E2-1-G,2058,14.455116950141084
Arizona,GISS-E2-1-G,2059,14.657176378038216
Arizona,GISS-E2-1-G,2060,14.259214274088563
Arizona,GISS-E2-1-G,2061,14.619910854763477
Arizona,GISS-E2-1-G,2062,14.760174051920597
Arizona,GISS-E2-1-G,2063,15.003272840711828
Arizona,GISS-E2-1-G,2064,14.568419053819468
Arizona,GISS-E2-1-G,2065,14.48686709933813
Arizona,GISS-E2-1-G,2066,14.974432542588998
Arizona,GISS-E2-1-G,2067,14.948752339681011
Arizona,GISS-E2-1-G,2068,14.693296644422766
Arizona,GISS-E2-1-G,2069,14.568723212348113
Arizona,GISS-E2-1-G,2070,14.745608350965735
Arizona,GISS-E2-1-G,2071,14.979964362250456
Arizona,GISS-E2-1-G,2072,14.880196295844208
Arizona,GISS-E2-1-G,2073,14.807574632432749
Arizona,GISS-E2-1-G,2074,14.77776760525176
Arizona,GISS-E2-1-G,2075,14.589655558268252
Arizona,GISS-E2-1-G,2076,15.020887417263475
Arizona,GISS-E2-1-G,2077,15.043139478895425
Arizona,GISS-E2-1-G,2078,14.888286336263045
Arizona,GISS-E2-1-G,2079,14.645860120985263
Arizona,GISS-E2-1-G,2080,14.58499196370445
Arizona,GISS-E2-1-G,2081,15.081443447536914
Arizona,GISS-E2-1-G,2082,15.17535552978518
Arizona,GISS-E2-1-G,2083,14.964957173665388
Arizona,GISS-E2-1-G,2084,14.886771138509138
Arizona,GISS-E2-1-G,2085,15.0656926472982
Arizona,GISS-E2-1-G,2086,15.089675055609831
Arizona,GISS-E2-1-G,2087,14.771933322482662
Arizona,GISS-E2-1-G,2088,15.173918830023894
Arizona,GISS-E2-1-G,2089,15.044651963975715
Arizona,GISS-E2-1-G,2090,15.00562201605905
Arizona,GISS-E2-1-G,2091,14.840616183810786
Arizona,GISS-E2-1-G,2092,15.07405225965714
Arizona,GISS-E2-1-G,2093,15.44549458821617
Arizona,GISS-E2-1-G,2094,15.243213568793426
Arizona,GISS-E2-1-G,2095,15.101201375325545
Arizona,GISS-E2-1-G,2096,15.146829223632835
Arizona,GISS-E2-1-G,2097,15.160732354058185
Arizona,GISS-E2-1-G,2098,15.128833346896725
Arizona,GISS-E2-1-G,2099,15.18836856418188
Arizona,GISS-E2-1-G,2100,15.24344143337676
Arizona,INM-CM5-0,2015,14.649036661783876
Arizona,INM-CM5-0,2016,14.494617716471376
Arizona,INM-CM5-0,2017,15.0070256551107
Arizona,INM-CM5-0,2018,15.445458984375025
Arizona,INM-CM5-0,2019,15.924289957682314
Arizona,INM-CM5-0,2020,14.587861633300804
Arizona,INM-CM5-0,2021,15.80623016357424
Arizona,INM-CM5-0,2022,15.479450480143251
Arizona,INM-CM5-0,2023,15.10156911214195
Arizona,INM-CM5-0,2024,15.105755106608097
Arizona,INM-CM5-0,2025,15.144258117675804
Arizona,INM-CM5-0,2026,15.71180114746096
Arizona,INM-CM5-0,2027,15.283410644531273
Arizona,INM-CM5-0,2028,14.903662618001324
Arizona,INM-CM5-0,2029,15.449675496419294
Arizona,INM-CM5-0,2030,15.486413574218773
Arizona,INM-CM5-0,2031,15.753500874837265
Arizona,INM-CM5-0,2032,16.028863525390648
Arizona,INM-CM5-0,2033,15.547708129882835
Arizona,INM-CM5-0,2034,15.228008524576843
Arizona,INM-CM5-0,2035,16.12757008870445
Arizona,INM-CM5-0,2036,16.121369934082054
Arizona,INM-CM5-0,2037,15.863254801432314
Arizona,INM-CM5-0,2038,14.712559000651064
Arizona,INM-CM5-0,2039,16.19109751383466
Arizona,INM-CM5-0,2040,16.004604593912784
Arizona,INM-CM5-0,2041,15.873234049479189
Arizona,INM-CM5-0,2042,15.937888081868511
Arizona,INM-CM5-0,2043,16.08199208577476
Arizona,INM-CM5-0,2044,16.087798055013042
Arizona,INM-CM5-0,2045,15.522986348470075
Arizona,INM-CM5-0,2046,15.3106145222982
Arizona,INM-CM5-0,2047,16.165142313639347
Arizona,INM-CM5-0,2048,16.02076873779299
Arizona,INM-CM5-0,2049,15.375115966796898
Arizona,INM-CM5-0,2050,16.527159627278667
Arizona,INM-CM5-0,2051,16.327119445800804
Arizona,INM-CM5-0,2052,16.170627848307316
Arizona,INM-CM5-0,2053,16.693322753906273
Arizona,INM-CM5-0,2054,15.604852294921898
Arizona,INM-CM5-0,2055,15.429841613769554
Arizona,INM-CM5-0,2056,16.2742375691732
Arizona,INM-CM5-0,2057,15.699110921223982
Arizona,INM-CM5-0,2058,15.997237141927108
Arizona,INM-CM5-0,2059,15.839298502604189
Arizona,INM-CM5-0,2060,16.221480305989605
Arizona,INM-CM5-0,2061,16.176731363932316
Arizona,INM-CM5-0,2062,16.02801920572919
Arizona,INM-CM5-0,2063,16.826992289225284
Arizona,INM-CM5-0,2064,16.394217427571636
Arizona,INM-CM5-0,2065,15.856492614746116
Arizona,INM-CM5-0,2066,15.916477457682314
Arizona,INM-CM5-0,2067,16.452175394694034
Arizona,INM-CM5-0,2068,16.446191406250023
Arizona,INM-CM5-0,2069,16.283873494466167
Arizona,INM-CM5-0,2070,17.527797953287784
Arizona,INM-CM5-0,2071,16.868089294433616
Arizona,INM-CM5-0,2072,16.127549743652366
Arizona,INM-CM5-0,2073,15.791296895345075
Arizona,INM-CM5-0,2074,16.201946512858097
Arizona,INM-CM5-0,2075,15.879060363769554
Arizona,INM-CM5-0,2076,15.603786722819033
Arizona,INM-CM5-0,2077,15.966920471191427
Arizona,INM-CM5-0,2078,16.58361460367841
Arizona,INM-CM5-0,2079,16.82769419352216
Arizona,INM-CM5-0,2080,17.122361755371116
Arizona,INM-CM5-0,2081,16.6372746785482
Arizona,INM-CM5-0,2082,16.67799530029299
Arizona,INM-CM5-0,2083,15.986838277181011
Arizona,INM-CM5-0,2084,16.626512145996116
Arizona,INM-CM5-0,2085,16.76582489013674
Arizona,INM-CM5-0,2086,17.036894734700542
Arizona,INM-CM5-0,2087,16.94087880452476
Arizona,INM-CM5-0,2088,16.743503824869816
Arizona,INM-CM5-0,2089,16.198271687825542
Arizona,INM-CM5-0,2090,17.341780598958355
Arizona,INM-CM5-0,2091,17.046222941080753
Arizona,INM-CM5-0,2092,16.273304239908878
Arizona,INM-CM5-0,2093,15.794236755371116
Arizona,INM-CM5-0,2094,16.93337148030601
Arizona,INM-CM5-0,2095,16.486917114257835
Arizona,INM-CM5-0,2096,16.622585550944034
Arizona,INM-CM5-0,2097,16.60329335530601
Arizona,INM-CM5-0,2098,16.251746114095074
Arizona,INM-CM5-0,2099,16.24292144775393
Arizona,INM-CM5-0,2100,16.97674967447919
Arizona,IPSL-CM6A-LR,2015,12.194280820904378
Arizona,IPSL-CM6A-LR,2016,12.24647165934247
Arizona,IPSL-CM6A-LR,2017,12.24542319557886
Arizona,IPSL-CM6A-LR,2018,12.05370691472836
Arizona,IPSL-CM6A-LR,2019,12.468738116640056
Arizona,IPSL-CM6A-LR,2020,12.546638396292044
Arizona,IPSL-CM6A-LR,2021,12.54545006029536
Arizona,IPSL-CM6A-LR,2022,12.336913507634966
Arizona,IPSL-CM6A-LR,2023,12.45616325609614
Arizona,IPSL-CM6A-LR,2024,12.52327048561792
Arizona,IPSL-CM6A-LR,2025,12.701983041474335
Arizona,IPSL-CM6A-LR,2026,12.825500626997536
Arizona,IPSL-CM6A-LR,2027,12.882275575580042
Arizona,IPSL-CM6A-LR,2028,12.841283532344956
Arizona,IPSL-CM6A-LR,2029,12.752830181699832
Arizona,IPSL-CM6A-LR,2030,13.08731647838248
Arizona,IPSL-CM6A-LR,2031,12.61836880770599
Arizona,IPSL-CM6A-LR,2032,12.782058623342824
Arizona,IPSL-CM6A-LR,2033,12.843552930427345
Arizona,IPSL-CM6A-LR,2034,12.946389308120288
Arizona,IPSL-CM6A-LR,2035,13.125949651544769
Arizona,IPSL-CM6A-LR,2036,13.16001882842095
Arizona,IPSL-CM6A-LR,2037,13.120236622203503
Arizona,IPSL-CM6A-LR,2038,13.278651983087736
Arizona,IPSL-CM6A-LR,2039,13.303546466249433
Arizona,IPSL-CM6A-LR,2040,13.222589111328148
Arizona,IPSL-CM6A-LR,2041,13.234793830640411
Arizona,IPSL-CM6A-LR,2042,13.24526529023144
Arizona,IPSL-CM6A-LR,2043,13.221474063757716
Arizona,IPSL-CM6A-LR,2044,13.286886180530916
Arizona,IPSL-CM6A-LR,2045,13.621474896055302
Arizona,IPSL-CM6A-LR,2046,13.62123884721238
Arizona,IPSL-CM6A-LR,2047,13.99761051987159
Arizona,IPSL-CM6A-LR,2048,13.335342777136622
Arizona,IPSL-CM6A-LR,2049,13.603310001257716
Arizona,IPSL-CM6A-LR,2050,13.909242479728952
Arizona,IPSL-CM6A-LR,2051,13.60189185865
Arizona,IPSL-CM6A-LR,2052,13.553058878580751
Arizona,IPSL-CM6A-LR,2053,13.636511045513751
Arizona,IPSL-CM6A-LR,2054,13.703563713304948
Arizona,IPSL-CM6A-LR,2055,13.81956403327713
Arizona,IPSL-CM6A-LR,2056,13.702931167140177
Arizona,IPSL-CM6A-LR,2057,14.191909235174029
Arizona,IPSL-CM6A-LR,2058,13.98079556551849
Arizona,IPSL-CM6A-LR,2059,13.987528159401656
Arizona,IPSL-CM6A-LR,2060,13.97102300470528
Arizona,IPSL-CM6A-LR,2061,14.439178374319388
Arizona,IPSL-CM6A-LR,2062,14.1669685132576
Arizona,IPSL-CM6A-LR,2063,14.24059910629737
Arizona,IPSL-CM6A-LR,2064,14.091195447517189
Arizona,IPSL-CM6A-LR,2065,14.389014180501324
Arizona,IPSL-CM6A-LR,2066,14.507253149783995
Arizona,IPSL-CM6A-LR,2067,14.226196427778786
Arizona,IPSL-CM6A-LR,2068,14.515584217418349
Arizona,IPSL-CM6A-LR,2069,14.42567134048002
Arizona,IPSL-CM6A-LR,2070,14.53286294648144
Arizona,IPSL-CM6A-LR,2071,14.468658123594365
Arizona,IPSL-CM6A-LR,2072,14.349370228160534
Arizona,IPSL-CM6A-LR,2073,14.462533106948412
Arizona,IPSL-CM6A-LR,2074,14.678383937026538
Arizona,IPSL-CM6A-LR,2075,14.887958318536954
Arizona,IPSL-CM6A-LR,2076,14.842189349550212
Arizona,IPSL-CM6A-LR,2077,14.433362926136386
Arizona,IPSL-CM6A-LR,2078,14.7315085671165
Arizona,IPSL-CM6A-LR,2079,14.885853530421423
Arizona,IPSL-CM6A-LR,2080,14.652078015876562
Arizona,IPSL-CM6A-LR,2081,14.560567589962144
Arizona,IPSL-CM6A-LR,2082,14.832171723336907
Arizona,IPSL-CM6A-LR,2083,14.643338891231677
Arizona,IPSL-CM6A-LR,2084,14.466667082815482
Arizona,IPSL-CM6A-LR,2085,14.70010505445078
Arizona,IPSL-CM6A-LR,2086,14.983485736268962
Arizona,IPSL-CM6A-LR,2087,14.807632122617802
Arizona,IPSL-CM6A-LR,2088,14.830968359744933
Arizona,IPSL-CM6A-LR,2089,15.021525435014228
Arizona,IPSL-CM6A-LR,2090,14.645171333081818
Arizona,IPSL-CM6A-LR,2091,15.061552013050449
Arizona,IPSL-CM6A-LR,2092,14.739432271321638
Arizona,IPSL-CM6A-LR,2093,14.990559572162072
Arizona,IPSL-CM6A-LR,2094,14.963178368770738
Arizona,IPSL-CM6A-LR,2095,15.061047779430066
Arizona,IPSL-CM6A-LR,2096,14.96125298702358
Arizona,IPSL-CM6A-LR,2097,15.127535409638398
Arizona,IPSL-CM6A-LR,2098,14.739792008833474
Arizona,IPSL-CM6A-LR,2099,14.993304304643134
Arizona,IPSL-CM6A-LR,2100,15.01677301580258
Arizona,MIROC6,2015,21.851996765136743
Arizona,MIROC6,2016,21.855132598876978
Arizona,MIROC6,2017,21.85979395548505
Arizona,MIROC6,2018,21.95066299438479
Arizona,MIROC6,2019,21.96873870849612
Arizona,MIROC6,2020,21.97185658772789
Arizona,MIROC6,2021,22.059858296712264
Arizona,MIROC6,2022,22.14627380371096
Arizona,MIROC6,2023,22.144974263509138
Arizona,MIROC6,2024,22.150520477294947
Arizona,MIROC6,2025,22.22355300903323
Arizona,MIROC6,2026,22.23732309977216
Arizona,MIROC6,2027,22.213598632812523
Arizona,MIROC6,2028,22.22648742675784
Arizona,MIROC6,2029,22.455825246175156
Arizona,MIROC6,2030,22.59442560831708
Arizona,MIROC6,2031,22.47452016194664
Arizona,MIROC6,2032,22.74508402506513
Arizona,MIROC6,2033,22.634545593261745
Arizona,MIROC6,2034,22.6319475301107
Arizona,MIROC6,2035,22.502160949707054
Arizona,MIROC6,2036,22.80030405680341
Arizona,MIROC6,2037,22.62762583414716
Arizona,MIROC6,2038,22.62482498168948
Arizona,MIROC6,2039,22.643752695719424
Arizona,MIROC6,2040,22.61148678558044
Arizona,MIROC6,2041,22.76021890351269
Arizona,MIROC6,2042,22.744952870378615
Arizona,MIROC6,2043,22.87319759792754
Arizona,MIROC6,2044,23.08069948138615
Arizona,MIROC6,2045,22.971039034140254
Arizona,MIROC6,2046,23.073440998732465
Arizona,MIROC6,2047,22.98563314110344
Arizona,MIROC6,2048,23.0531945893259
Arizona,MIROC6,2049,23.073866241146845
Arizona,MIROC6,2050,23.111982850354153
Arizona,MIROC6,2051,23.12044161401616
Arizona,MIROC6,2052,23.044137187919254
Arizona,MIROC6,2053,23.111385522707568
Arizona,MIROC6,2054,23.26756639576924
Arizona,MIROC6,2055,23.23600906217943
Arizona,MIROC6,2056,23.44778440841523
Arizona,MIROC6,2057,23.381664915759178
Arizona,MIROC6,2058,23.13014797634551
Arizona,MIROC6,2059,23.14758337772256
Arizona,MIROC6,2060,23.340689133152843
Arizona,MIROC6,2061,23.44412977430558
Arizona,MIROC6,2062,23.720835583619422
Arizona,MIROC6,2063,23.333924788658088
Arizona,MIROC6,2064,23.275858083397473
Arizona,MIROC6,2065,23.641057316943876
Arizona,MIROC6,2066,23.76229918508821
Arizona,MIROC6,2067,23.676958473282657
Arizona,MIROC6,2068,23.353852150656984
Arizona,MIROC6,2069,23.5760287506412
Arizona,MIROC6,2070,23.63417252049304
Arizona,MIROC6,2071,23.7412873701616
Arizona,MIROC6,2072,23.63094782973783
Arizona,MIROC6,2073,23.810060582016476
Arizona,MIROC6,2074,23.855320154055224
Arizona,MIROC6,2075,23.58492215859772
Arizona,MIROC6,2076,23.65956268310549
Arizona,MIROC6,2077,23.874649340697033
Arizona,MIROC6,2078,23.731767041755468
Arizona,MIROC6,2079,23.73253722528017
Arizona,MIROC6,2080,23.8686128712664
Arizona,MIROC6,2081,23.886253187391517
Arizona,MIROC6,2082,23.912277206266793
Arizona,MIROC6,2083,23.868095228407142
Arizona,MIROC6,2084,23.6437092636571
Arizona,MIROC6,2085,23.859360958831505
Arizona,MIROC6,2086,23.971493561099297
Arizona,MIROC6,2087,24.044087327128732
Arizona,MIROC6,2088,23.78359051328719
Arizona,MIROC6,2089,23.85905200688528
Arizona,MIROC6,2090,23.88563620827417
Arizona,MIROC6,2091,24.13786098595824
Arizona,MIROC6,2092,24.125801071012887
Arizona,MIROC6,2093,23.92796046709776
Arizona,MIROC6,2094,24.17396813594936
Arizona,MIROC6,2095,23.947617871833593
Arizona,MIROC6,2096,24.245088195800804
Arizona,MIROC6,2097,24.24176439998128
Arizona,MIROC6,2098,24.081864389747103
Arizona,MIROC6,2099,23.80528619939633
Arizona,MIROC6,2100,24.143185378565956
Arizona,MPI-ESM1-2-HR,2015,16.22168629964195
Arizona,MPI-ESM1-2-HR,2016,15.865422821044945
Arizona,MPI-ESM1-2-HR,2017,16.075554148356144
Arizona,MPI-ESM1-2-HR,2018,16.1907783508301
Arizona,MPI-ESM1-2-HR,2019,16.628933207194034
Arizona,MPI-ESM1-2-HR,2020,15.869379933675154
Arizona,MPI-ESM1-2-HR,2021,16.464856719970726
Arizona,MPI-ESM1-2-HR,2022,16.660811360677105
Arizona,MPI-ESM1-2-HR,2023,16.318404134114605
Arizona,MPI-ESM1-2-HR,2024,15.92633972167971
Arizona,MPI-ESM1-2-HR,2025,15.531847890218122
Arizona,MPI-ESM1-2-HR,2026,16.029155985514347
Arizona,MPI-ESM1-2-HR,2027,15.976522064209007
Arizona,MPI-ESM1-2-HR,2028,16.16089782714846
Arizona,MPI-ESM1-2-HR,2029,16.104322052001976
Arizona,MPI-ESM1-2-HR,2030,16.97904485066734
Arizona,MPI-ESM1-2-HR,2031,15.471358235677108
Arizona,MPI-ESM1-2-HR,2032,16.67150395711265
Arizona,MPI-ESM1-2-HR,2033,17.1286445617676
Arizona,MPI-ESM1-2-HR,2034,16.357705688476585
Arizona,MPI-ESM1-2-HR,2035,16.572085316975933
Arizona,MPI-ESM1-2-HR,2036,16.313570912679058
Arizona,MPI-ESM1-2-HR,2037,16.80985794067385
Arizona,MPI-ESM1-2-HR,2038,16.302910105387394
Arizona,MPI-ESM1-2-HR,2039,16.900215403238956
Arizona,MPI-ESM1-2-HR,2040,16.284649149576847
Arizona,MPI-ESM1-2-HR,2041,15.6626653035482
Arizona,MPI-ESM1-2-HR,2042,16.244477844238304
Arizona,MPI-ESM1-2-HR,2043,16.9264592488607
Arizona,MPI-ESM1-2-HR,2044,16.672397867838566
Arizona,MPI-ESM1-2-HR,2045,17.021367645263695
Arizona,MPI-ESM1-2-HR,2046,16.737845357259136
Arizona,MPI-ESM1-2-HR,2047,16.242665863037132
Arizona,MPI-ESM1-2-HR,2048,17.013897196451847
Arizona,MPI-ESM1-2-HR,2049,17.146197255452496
Arizona,MPI-ESM1-2-HR,2050,17.50013631184898
Arizona,MPI-ESM1-2-HR,2051,16.760059611002628
Arizona,MPI-ESM1-2-HR,2052,16.53711853027346
Arizona,MPI-ESM1-2-HR,2053,17.086965179443382
Arizona,MPI-ESM1-2-HR,2054,16.624022420247417
Arizona,MPI-ESM1-2-HR,2055,16.588180796305362
Arizona,MPI-ESM1-2-HR,2056,16.839593505859398
Arizona,MPI-ESM1-2-HR,2057,17.570759073893253
Arizona,MPI-ESM1-2-HR,2058,17.292876180013042
Arizona,MPI-ESM1-2-HR,2059,17.215698496500675
Arizona,MPI-ESM1-2-HR,2060,17.545552825927757
Arizona,MPI-ESM1-2-HR,2061,16.703806813557964
Arizona,MPI-ESM1-2-HR,2062,17.075084940592472
Arizona,MPI-ESM1-2-HR,2063,16.50108617146812
Arizona,MPI-ESM1-2-HR,2064,17.89858271280927
Arizona,MPI-ESM1-2-HR,2065,17.200205739339214
Arizona,MPI-ESM1-2-HR,2066,17.122225697835308
Arizona,MPI-ESM1-2-HR,2067,17.869654591878277
Arizona,MPI-ESM1-2-HR,2068,17.777956899007183
Arizona,MPI-ESM1-2-HR,2069,18.060823059082058
Arizona,MPI-ESM1-2-HR,2070,17.866452789306663
Arizona,MPI-ESM1-2-HR,2071,18.407061513264996
Arizona,MPI-ESM1-2-HR,2072,17.78094889322919
Arizona,MPI-ESM1-2-HR,2073,17.53189620971682
Arizona,MPI-ESM1-2-HR,2074,17.43178456624351
Arizona,MPI-ESM1-2-HR,2075,17.03626403808596
Arizona,MPI-ESM1-2-HR,2076,17.184309895833355
Arizona,MPI-ESM1-2-HR,2077,17.487251536051456
